# phi(deg) q2(GeV2) xb t(GeV2) Eb(GeV) A sigA
346.2785 1.60519 0.255262 -0.677562 10.6041 -0.0289526 0.061399905000000005
5.23454 1.53944 0.109622 -1.17272 10.6041 -0.0812171 0.06218121
16.84794 1.54696 0.111359 -1.06002 10.6041 0.0134844 0.053149215
26.04002 1.56869 0.112323 -0.939426 10.6041 0.134068 0.056106435
46.26348 1.55556 0.11301 -1.09822 10.6041 0.0889999 0.13694835
270.12611 1.55096 0.114633 -1.18025 10.6041 -0.194226 0.18350535
330.3285 1.58338 0.110298 -0.921366 10.6041 0.0145344 0.08686608
340.00404 1.55793 0.112766 -0.994898 10.6041 -0.0111787 0.043118670000000005
352.65323 1.56641 0.110715 -1.16583 10.6041 0.0838811 0.044152079999999996
5.42182 1.58388 0.158771 -1.36134 10.6041 0.0914842 0.057921885000000006
16.22645 1.59444 0.160568 -1.07518 10.6041 0.0943404 0.043123289999999995
27.69328 1.63902 0.153956 -1.04549 10.6041 -0.0159364 0.094437735
50.18984 1.59191 0.168349 -1.03151 10.6041 0.0595019 0.098153685
75.82122 1.5752 0.164795 -1.14527 10.6041 0.103913 0.14353185000000002
151.57026 1.59789 0.173045 -1.24796 10.6041 0.0413233 0.12714765
184.01342 1.56614 0.175859 -1.14786 10.6041 -0.0228915 0.11798745
259.63582 1.5722 0.161432 -0.980445 10.6041 0.0690201 0.18191775
295.59007 1.61834 0.15842 -0.980372 10.6041 -0.472845 0.18501525
330.80177 1.61552 0.156076 -1.081 10.6041 -0.00895755 0.08969625
343.59305 1.59615 0.160727 -1.06034 10.6041 -0.0629843 0.044215605
354.68093 1.5986 0.159215 -1.36773 10.6041 -0.0296375 0.063205065
5.48087 2.04973 0.144721 -0.15523 10.6041 0.0115625 0.027460125
16.33125 2.04975 0.142852 -0.155184 10.6041 0.0812281 0.025891425
27.03971 2.06163 0.140409 -0.160115 10.6041 0.135234 0.02536821
37.49934 2.05264 0.135614 -0.161548 10.6041 0.141826 0.029346450000000003
47.98602 2.03076 0.131824 -0.162502 10.6041 0.20018 0.05240382
58.30361 2.00073 0.129152 -0.160431 10.6041 0.206926 0.0847434
75.80117 1.93511 0.142147 -0.157211 10.6041 0.31593 0.14695065
99.44313 1.98855 0.148177 -0.173349 10.6041 0.241934 0.11152680000000001
115.19546 2.02106 0.145557 -0.170486 10.6041 0.288218 0.09748756500000001
127.7037 2.00186 0.144133 -0.173659 10.6041 0.309019 0.104541255
138.72454 2.01693 0.143167 -0.176204 10.6041 0.20921 0.10072713
149.59871 1.98305 0.1412 -0.171212 10.6041 0.00675894 0.09365264999999999
160.2265 2.01363 0.143106 -0.175207 10.6041 0.010535 0.10739085000000001
170.66407 1.99092 0.142657 -0.175497 10.6041 0.0110256 0.1265754
183.70058 1.99575 0.141586 -0.169507 10.6041 -0.106631 0.11253375
198.05375 1.97694 0.141749 -0.174015 10.6041 0.0173457 0.1311702
215.56506 1.97742 0.145512 -0.168446 10.6041 -0.175744 0.1231335
297.13018 1.96767 0.126328 -0.156521 10.6041 -0.325209 0.1155882
308.49595 2.02049 0.130876 -0.158056 10.6041 -0.140118 0.059806635000000004
318.85961 2.0433 0.134113 -0.164457 10.6041 -0.202878 0.03316152
329.21467 2.06072 0.138789 -0.163199 10.6041 -0.106682 0.027996465
340.01378 2.06065 0.142523 -0.159641 10.6041 -0.056027 0.028552335
352.81767 2.04088 0.144043 -0.155143 10.6041 -0.0662251 0.024195885
5.35287 2.16698 0.200931 -0.186478 10.6041 0.0648763 0.049945245
16.10115 2.14375 0.205604 -0.185579 10.6041 0.110168 0.047601225
26.79225 2.10567 0.210579 -0.179247 10.6041 0.175357 0.053079915000000005
37.66212 2.08013 0.211121 -0.182034 10.6041 0.225664 0.061024949999999994
48.01936 2.08842 0.215463 -0.181409 10.6041 0.295923 0.07395265499999999
59.27707 2.09398 0.204858 -0.172419 10.6041 0.291252 0.086988195
70.11399 2.11909 0.20049 -0.175957 10.6041 0.367671 0.08363733000000001
80.7521 2.09219 0.197035 -0.174019 10.6041 0.277114 0.08175531000000001
92.08979 2.11493 0.198044 -0.181677 10.6041 0.210574 0.08867491499999999
102.58179 2.12561 0.195428 -0.184762 10.6041 0.440373 0.09896732999999999
112.671 2.10717 0.193422 -0.18849 10.6041 0.328443 0.09042810000000001
123.40881 2.13857 0.186195 -0.188305 10.6041 0.324793 0.10563104999999999
134.55971 2.12923 0.182351 -0.186537 10.6041 0.101154 0.12423705
145.89568 2.13139 0.179874 -0.192578 10.6041 0.159614 0.1266783
158.65087 2.13578 0.181674 -0.195436 10.6041 0.256973 0.11166224999999999
172.61442 2.10926 0.179633 -0.193166 10.6041 0.0249093 0.12999525
191.90591 2.10807 0.178255 -0.190964 10.6041 0.114744 0.1173144
212.55302 2.11838 0.183317 -0.192984 10.6041 -0.198741 0.11283510000000001
241.05137 2.10431 0.198236 -0.195189 10.6041 -0.35389 0.12325635
271.38089 2.08711 0.213912 -0.191946 10.6041 -0.274173 0.123669
299.83855 2.08632 0.223145 -0.176767 10.6041 -0.359348 0.11292225
319.12489 2.10983 0.216581 -0.17171 10.6041 -0.181301 0.14712704999999998
329.86899 2.16428 0.210826 -0.176821 10.6041 -0.112413 0.11432925
340.60565 2.14585 0.204803 -0.18227 10.6041 -0.0305879 0.05847072
352.93856 2.14858 0.202171 -0.184411 10.6041 -0.00307035 0.043772189999999996
5.61428 2.13305 0.309911 -0.235207 10.6041 0.0647052 0.089137125
16.53121 2.14849 0.307757 -0.237602 10.6041 0.18827 0.10089145499999999
26.987 2.08776 0.304439 -0.235275 10.6041 0.32429 0.09012160500000001
37.56254 2.11551 0.303591 -0.22735 10.6041 0.130206 0.1240575
48.1669 2.09475 0.305596 -0.230758 10.6041 0.361555 0.14268660000000002
59.34238 2.1052 0.311882 -0.247379 10.6041 0.112195 0.16943955
78.03857 2.13432 0.298177 -0.245341 10.6041 0.346127 0.1738191
266.8528 2.11173 0.309632 -0.257793 10.6041 -0.023685 0.21474285
298.37465 2.10954 0.313266 -0.246129 10.6041 -0.0354776 0.14628285
317.31033 2.11076 0.315791 -0.238182 10.6041 -0.339098 0.14180985000000002
329.40604 2.12348 0.311085 -0.228453 10.6041 -0.172048 0.1208697
340.522 2.10774 0.310786 -0.233133 10.6041 -0.123449 0.10560900000000001
352.55124 2.12306 0.30965 -0.239274 10.6041 -0.230803 0.07769034
5.55495 1.94443 0.152067 -0.270046 10.6041 0.047737 0.051858975
16.94672 1.97815 0.150589 -0.285511 10.6041 -0.00153711 0.040617465
27.38246 2.02737 0.146131 -0.300818 10.6041 0.118707 0.027051465
37.85767 2.05602 0.138727 -0.305321 10.6041 0.138681 0.0252756
47.40567 2.04061 0.13316 -0.299587 10.6041 0.204382 0.045438435
57.51694 2.02433 0.129517 -0.28135 10.6041 0.13789 0.17444595000000002
90.80694 2.01242 0.148022 -0.283778 10.6041 0.133922 0.1886745
110.76707 2.02601 0.143972 -0.292114 10.6041 0.247794 0.10880415
124.81427 2.00628 0.142126 -0.305384 10.6041 0.0342292 0.12227565
134.79978 2.04667 0.142952 -0.294064 10.6041 0.210784 0.086461935
146.03033 2.02375 0.142309 -0.30417 10.6041 0.0164021 0.09654099000000001
156.62432 2.01232 0.142538 -0.304185 10.6041 -0.0195501 0.09983211
167.64115 1.99307 0.141929 -0.30715 10.6041 0.0221407 0.102347385
177.91027 2.00951 0.142618 -0.306647 10.6041 -0.129795 0.1109199
190.32111 1.99763 0.145329 -0.305086 10.6041 -0.221869 0.1284591
203.97928 2.00152 0.145031 -0.302075 10.6041 0.123281 0.11758425
231.29619 2.03995 0.145261 -0.314929 10.6041 -0.128046 0.16650375
258.55523 2.04457 0.141354 -0.332344 10.6041 -0.223161 0.12091170000000001
282.12957 1.95628 0.141807 -0.327977 10.6041 -0.346933 0.1369158
305.58131 2.02447 0.130418 -0.2891 10.6041 -0.141654 0.08810266500000001
315.87965 2.04409 0.134526 -0.299221 10.6041 -0.130034 0.032237415
325.50076 2.05515 0.141638 -0.306113 10.6041 -0.147231 0.024779475
336.10163 2.0046 0.148093 -0.300938 10.6041 -0.0824522 0.029751435
349.80391 1.9541 0.15185 -0.279125 10.6041 -0.0196411 0.034881735
5.3561 2.14063 0.182153 -0.327071 10.6041 0.0336245 0.031975335
16.05835 2.16935 0.183907 -0.327696 10.6041 0.0512084 0.036037049999999994
26.47821 2.20387 0.186596 -0.324833 10.6041 0.190238 0.052965254999999996
36.94014 2.19865 0.198449 -0.315746 10.6041 0.100397 0.120393
58.56144 2.11147 0.213225 -0.298419 10.6041 0.52726 0.1161678
77.39571 2.12608 0.207245 -0.309791 10.6041 0.227806 0.1339212
88.26014 2.12003 0.208805 -0.312887 10.6041 0.143374 0.1254771
98.86616 2.12392 0.202534 -0.317259 10.6041 0.353145 0.11162235
109.44411 2.11549 0.200431 -0.320453 10.6041 0.183894 0.13156289999999998
120.05013 2.09422 0.201918 -0.323072 10.6041 -0.0198716 0.12571755
131.38037 2.10987 0.194773 -0.323731 10.6041 0.140342 0.10064859000000001
142.4459 2.10659 0.188639 -0.324487 10.6041 0.267886 0.0964404
152.97515 2.10728 0.189644 -0.324464 10.6041 -0.0334328 0.10793475
163.87109 2.11048 0.186758 -0.331576 10.6041 0.0462278 0.094531605
174.48398 2.11229 0.187184 -0.337037 10.6041 -0.0957902 0.1127049
184.99088 2.11488 0.191276 -0.339007 10.6041 0.0736069 0.1334088
196.01803 2.08704 0.188612 -0.330288 10.6041 -0.29044 0.12532065
207.43994 2.08371 0.191092 -0.335719 10.6041 -0.0374075 0.1603077
217.13783 2.12162 0.193281 -0.320988 10.6041 -0.111934 0.13913025
229.92453 2.08474 0.198202 -0.334243 10.6041 -0.094314 0.1585815
248.49008 2.11124 0.208281 -0.350392 10.6041 -0.347074 0.13648844999999998
270.56213 2.10852 0.194536 -0.342219 10.6041 -0.432958 0.1323819
288.54728 2.11592 0.19578 -0.343329 10.6041 -0.319723 0.12926865
301.51732 2.06845 0.199037 -0.347697 10.6041 -0.277074 0.12760965
320.45873 2.19215 0.186116 -0.347043 10.6041 -0.110461 0.17174114999999998
333.88428 2.26153 0.170397 -0.335911 10.6041 -0.0953551 0.063201075
343.79588 2.18553 0.175431 -0.333074 10.6041 -0.0872222 0.03759609
354.59327 2.13507 0.181745 -0.327674 10.6041 0.00879561 0.032836964999999996
5.16378 2.11727 0.310132 -0.400263 10.6041 0.0142212 0.08807441999999999
16.16996 2.12941 0.306192 -0.391297 10.6041 0.191896 0.09842574
26.81082 2.12014 0.304319 -0.369944 10.6041 0.137717 0.11582445000000001
38.94555 2.13642 0.317343 -0.386297 10.6041 0.228133 0.16809135
54.88053 2.12039 0.3222 -0.390263 10.6041 0.142231 0.17614065
80.13273 2.12115 0.314297 -0.385075 10.6041 0.0901484 0.18626265
103.67041 2.12891 0.309073 -0.403161 10.6041 -0.0644228 0.1834812
130.95924 2.15515 0.305138 -0.414512 10.6041 0.208191 0.1608852
171.5344 2.16001 0.292964 -0.402247 10.6041 0.244062 0.1487052
204.12366 2.12498 0.292566 -0.406616 10.6041 -0.170063 0.22847265
239.46083 2.17141 0.312121 -0.424474 10.6041 -0.124451 0.2334255
275.40878 2.10749 0.305758 -0.401244 10.6041 -0.468984 0.26184165000000004
314.85864 2.12903 0.309404 -0.386562 10.6041 -0.186317 0.1678803
339.31592 2.10282 0.311436 -0.378667 10.6041 -0.10054 0.13347810000000002
353.38031 2.12395 0.310744 -0.3957 10.6041 -0.189301 0.07552923
22.30868 1.90464 0.153395 -0.542516 10.6041 0.143483 0.079694265
31.214 2.02515 0.143699 -0.588216 10.6041 0.110566 0.03076584
40.33967 2.04763 0.135965 -0.538687 10.6041 0.1231 0.03779055
50.40499 2.03644 0.132531 -0.505383 10.6041 0.0859768 0.17740275
71.92969 1.95362 0.145409 -0.655247 10.6041 0.427264 0.16202025
116.54019 2.04335 0.14432 -0.539325 10.6041 0.177214 0.15982259999999998
138.93596 2.02057 0.141928 -0.550797 10.6041 0.207195 0.11406150000000001
152.98202 1.99208 0.141125 -0.575914 10.6041 -0.00457868 0.15134175000000002
164.09683 2.00555 0.141012 -0.5641 10.6041 -0.18475 0.1299942
175.86768 2.01609 0.143304 -0.561246 10.6041 -0.147564 0.1385286
194.29916 2.03188 0.144965 -0.57331 10.6041 0.0110658 0.14587965
228.20623 2.03222 0.13998 -0.565424 10.6041 -0.203964 0.14973945000000002
254.87283 2.04893 0.142708 -0.584993 10.6041 -0.0967734 0.12653865
269.69811 2.00712 0.142518 -0.583406 10.6041 -0.319454 0.103136145
282.05853 1.96272 0.146932 -0.595338 10.6041 -0.0596594 0.1301937
299.04042 1.97493 0.142798 -0.554348 10.6041 -0.112832 0.1162812
316.38042 2.04042 0.134166 -0.522932 10.6041 -0.132639 0.06323478
325.98835 2.03196 0.140408 -0.576549 10.6041 -0.0767849 0.029954295
334.46583 1.94339 0.149076 -0.582381 10.6041 -0.103113 0.04716285
5.55349 2.08791 0.198816 -0.564696 10.6041 0.059445 0.039220124999999995
16.25052 2.0944 0.185465 -0.577719 10.6041 0.0985114 0.03698982
26.37651 2.18961 0.171516 -0.594023 10.6041 0.191503 0.043688505
36.16469 2.25168 0.175842 -0.596479 10.6041 0.23245 0.14646345
53.513 2.01852 0.20192 -0.677719 10.6041 0.22749 0.1230768
69.30268 2.09126 0.193227 -0.655321 10.6041 0.123447 0.14765205
96.38583 2.09257 0.207357 -0.595921 10.6041 0.320186 0.15020879999999998
113.51153 2.07841 0.203742 -0.556074 10.6041 0.0643789 0.16098495000000002
126.6019 2.0857 0.200598 -0.575978 10.6041 0.109687 0.14376599999999998
138.89757 2.10102 0.204392 -0.587808 10.6041 -0.279175 0.16367505
149.35692 2.10672 0.198595 -0.584641 10.6041 0.207381 0.1296393
160.56569 2.11842 0.193851 -0.589842 10.6041 0.00158126 0.11757165
170.90701 2.1085 0.192235 -0.576302 10.6041 0.0331428 0.12224204999999999
181.54168 2.09645 0.199043 -0.592861 10.6041 -0.181048 0.1414812
192.79743 2.06932 0.209719 -0.588555 10.6041 -0.0623833 0.14208495
205.08222 2.09284 0.206964 -0.587386 10.6041 0.0783984 0.13510455000000002
224.8676 2.08449 0.200419 -0.594557 10.6041 0.0585793 0.1641444
251.72442 2.12178 0.195837 -0.607546 10.6041 -0.235465 0.1692033
268.23248 2.07621 0.187664 -0.607812 10.6041 -0.194625 0.14794605
279.13358 2.15002 0.191033 -0.593546 10.6041 -0.191281 0.12482085
289.91435 2.11634 0.195457 -0.616368 10.6041 -0.333938 0.1245069
300.48542 2.08893 0.195412 -0.606979 10.6041 -0.208042 0.10457296499999999
311.63404 2.06711 0.210065 -0.620697 10.6041 -0.226149 0.10064155500000001
322.71619 2.17815 0.195135 -0.604314 10.6041 -0.194264 0.09738329999999999
333.71125 2.1719 0.173299 -0.600671 10.6041 -0.185429 0.04249686
343.19312 2.09309 0.184386 -0.589306 10.6041 -0.14927 0.03261678
354.44029 2.09459 0.200369 -0.579038 10.6041 -0.0479698 0.038340015
4.65377 2.11638 0.307372 -0.633335 10.6041 -0.0605118 0.11763675
25.11137 2.15523 0.326826 -0.653242 10.6041 0.283842 0.15175965
65.37162 2.05361 0.295985 -0.666258 10.6041 -0.153186 0.34231575
104.50922 2.12709 0.318653 -0.679882 10.6041 0.0196028 0.20460825000000002
131.10707 2.13738 0.314356 -0.667171 10.6041 0.208456 0.1485897
157.74731 2.15888 0.296117 -0.680442 10.6041 0.124085 0.15457680000000001
191.30602 2.18402 0.29589 -0.679808 10.6041 -0.0680932 0.16346400000000003
228.05611 2.07337 0.305502 -0.658568 10.6041 0.0129501 0.15804390000000001
259.7401 2.11371 0.326867 -0.714517 10.6041 -0.042007 0.322224
300.88306 2.08261 0.305048 -0.702729 10.6041 -0.0964805 0.3438666
331.57469 2.1175 0.319772 -0.722673 10.6041 0.153155 0.1667631
355.89503 2.11418 0.319397 -0.638724 10.6041 -0.045866 0.11023635
4.8519 1.98825 0.138469 -1.37848 10.6041 -0.0221817 0.0918792
16.9199 1.9861 0.140095 -1.18859 10.6041 -0.0728331 0.073389015
26.56198 2.02031 0.14145 -0.980153 10.6041 0.209309 0.057808065
39.39658 2.03832 0.14007 -1.03259 10.6041 0.102643 0.13574295
73.69784 2.02176 0.143831 -1.33042 10.6041 0.178857 0.18550139999999998
152.43943 1.98713 0.141234 -1.07235 10.6041 -0.100104 0.19595939999999998
261.84744 2.0491 0.142368 -1.12232 10.6041 0.437292 0.15841560000000002
291.26424 2.02094 0.146706 -1.20933 10.6041 -0.349416 0.2572164
326.69423 2.07718 0.13997 -1.01422 10.6041 -0.0847949 0.09412221
335.96755 2.01267 0.141562 -1.02208 10.6041 -0.126924 0.049851795000000004
349.55525 2.00665 0.140956 -1.34799 10.6041 -0.0495358 0.05834514
6.09816 2.08646 0.206434 -1.46869 10.6041 -0.124612 0.079150995
16.464 2.09921 0.199999 -1.15934 10.6041 -0.00173656 0.050408190000000005
25.43572 2.17698 0.180848 -1.10294 10.6041 0.139566 0.096638955
42.787 2.0761 0.207302 -1.19319 10.6041 0.0395782 0.1139796
57.88478 2.09668 0.203384 -1.16317 10.6041 0.227816 0.1185576
77.43868 2.06482 0.201774 -1.22815 10.6041 0.041555 0.18652515
152.30708 2.06842 0.211126 -1.21367 10.6041 0.267255 0.15741075
172.17153 2.07382 0.211144 -1.29695 10.6041 0.0428675 0.1671684
201.25716 2.10655 0.21771 -1.15978 10.6041 -0.0383115 0.1822926
241.1545 2.07598 0.208551 -1.32442 10.6041 -0.15886 0.22172324999999998
271.99567 2.09202 0.201074 -1.2555 10.6041 -0.185727 0.2068584
289.47146 2.101 0.196506 -1.06662 10.6041 -0.216975 0.1480941
307.05324 2.12191 0.208404 -1.18464 10.6041 -0.0531877 0.14162505
328.42113 2.16347 0.190743 -1.13604 10.6041 -0.18064 0.12683055
340.34266 2.12789 0.189343 -1.10704 10.6041 -0.0779646 0.04872168
350.99395 2.09151 0.209887 -1.33884 10.6041 0.0452827 0.056521814999999996
17.42972 2.13253 0.30601 -1.3341 10.6041 0.108246 0.1423485
48.63495 2.11888 0.289359 -1.14897 10.6041 0.424005 0.27050625
124.81943 2.19873 0.309512 -1.18551 10.6041 -0.178966 0.26566575
157.44307 2.13794 0.279809 -1.13833 10.6041 0.168611 0.2692536
237.95682 2.15178 0.295669 -1.31341 10.6041 0.31287 0.21418635
264.75291 2.17046 0.302615 -1.52544 10.6041 -0.322592 0.4142628
308.72055 2.15767 0.317572 -1.21556 10.6041 -0.291079 0.2333457
343.145 2.13074 0.298602 -1.21149 10.6041 -0.073852 0.11081490000000001
5.33178 2.73728 0.181162 -0.17333 10.6041 0.00642873 0.030958725
16.24152 2.73276 0.179714 -0.175554 10.6041 0.146139 0.03039939
26.63429 2.70667 0.176519 -0.179421 10.6041 0.0164214 0.035906955000000004
36.93595 2.68434 0.174057 -0.179905 10.6041 0.103438 0.058977555
47.41913 2.62095 0.171998 -0.173829 10.6041 0.169256 0.10808595
67.61704 2.56192 0.191952 -0.175984 10.6041 0.313265 0.11313224999999999
86.3201 2.6276 0.193913 -0.181976 10.6041 0.372816 0.104692665
100.51513 2.67229 0.191549 -0.188642 10.6041 -0.074079 0.13231785
117.56292 2.68548 0.187338 -0.186256 10.6041 0.398464 0.09691017
131.295 2.6618 0.188151 -0.192357 10.6041 0.0549948 0.1092861
142.0603 2.67057 0.187555 -0.188838 10.6041 0.0379981 0.12953325
155.07676 2.64436 0.18463 -0.197125 10.6041 0.0246008 0.1092504
170.5999 2.65946 0.185083 -0.198054 10.6041 0.252805 0.100321725
191.97352 2.68197 0.186247 -0.193446 10.6041 0.0709555 0.11274795
220.34123 2.65433 0.187521 -0.187201 10.6041 -0.137818 0.12532065
306.79713 2.60651 0.168898 -0.172825 10.6041 0.0133442 0.15120419999999998
319.15583 2.66915 0.171349 -0.180733 10.6041 -0.198793 0.07778757
329.63981 2.69421 0.175058 -0.183656 10.6041 -0.0903145 0.044825655000000006
340.17364 2.72978 0.178899 -0.17753 10.6041 -0.0630041 0.036072015
352.82225 2.73802 0.181241 -0.174067 10.6041 -0.0186581 0.02744742
5.45759 2.77461 0.26923 -0.21288 10.6041 0.0808242 0.06088257
16.34053 2.75666 0.266732 -0.210026 10.6041 0.0498451 0.05572245
26.85052 2.75534 0.266115 -0.214552 10.6041 0.245789 0.05059509
37.61222 2.76163 0.263189 -0.20917 10.6041 0.174913 0.062863815
48.25628 2.75518 0.26365 -0.211026 10.6041 0.24937 0.068970615
59.39395 2.78365 0.256635 -0.202371 10.6041 0.292916 0.08699124
70.12832 2.81951 0.249598 -0.204611 10.6041 0.452921 0.074876025
80.84148 2.81523 0.246572 -0.211478 10.6041 0.456999 0.104422815
91.70304 2.84718 0.245703 -0.215705 10.6041 0.415593 0.09317994
104.92404 2.86217 0.239403 -0.210445 10.6041 0.347293 0.10156608
128.46459 2.85945 0.238598 -0.221201 10.6041 0.111778 0.11693325
161.19079 2.8105 0.252152 -0.239814 10.6041 0.0277534 0.1174236
198.20787 2.8624 0.254263 -0.238505 10.6041 -0.0252911 0.13224645000000002
233.57369 2.7921 0.247323 -0.233075 10.6041 -0.102826 0.16567425000000002
270.37821 2.77011 0.251303 -0.214653 10.6041 -0.428299 0.101941245
294.25164 2.78667 0.267904 -0.214464 10.6041 -0.24965 0.12648405
310.67147 2.77766 0.271115 -0.20765 10.6041 -0.429358 0.10191866999999999
322.40908 2.76762 0.271359 -0.210423 10.6041 -0.25328 0.093142455
333.45399 2.79367 0.268908 -0.210193 10.6041 -0.154128 0.07540333499999999
343.91792 2.77567 0.268514 -0.214666 10.6041 -0.168025 0.06626728500000001
354.63796 2.78433 0.267567 -0.213681 10.6041 -0.124973 0.059928644999999996
5.4813 2.81292 0.384578 -0.313099 10.6041 -0.0361733 0.12767055
16.29503 2.80543 0.380267 -0.317424 10.6041 0.261019 0.12872055000000002
29.2688 2.86749 0.379079 -0.311141 10.6041 0.397282 0.10580745
43.89481 2.79208 0.373879 -0.309638 10.6041 0.386272 0.11755275
65.31662 2.82525 0.383034 -0.31851 10.6041 0.218277 0.1378146
96.81612 2.82644 0.391167 -0.321806 10.6041 0.224581 0.1408155
239.39208 2.91324 0.404629 -0.323214 10.6041 -0.302817 0.21359099999999998
276.82972 2.78727 0.395749 -0.322635 10.6041 0.10111 0.25127235
311.29828 2.81472 0.385286 -0.31466 10.6041 0.0860263 0.1983261
331.14841 2.82763 0.379828 -0.303285 10.6041 -0.308334 0.1355676
343.86922 2.80588 0.382089 -0.315185 10.6041 -0.250907 0.15983625
354.83219 2.84254 0.383625 -0.310153 10.6041 -0.0129932 0.1453284
5.42176 2.68765 0.19356 -0.314778 10.6041 0.0583874 0.033543195
16.44211 2.72495 0.190759 -0.313135 10.6041 0.0440803 0.032420745
27.17378 2.74313 0.185028 -0.32404 10.6041 0.13747 0.026719350000000003
36.97732 2.71867 0.177281 -0.324122 10.6041 0.141181 0.03802932
47.09541 2.66649 0.171236 -0.317711 10.6041 0.169704 0.08646351
76.4807 2.6413 0.191846 -0.302586 10.6041 0.147465 0.13463415
97.20859 2.69327 0.189596 -0.316342 10.6041 0.144965 0.11308395
111.91699 2.66339 0.188174 -0.318831 10.6041 0.161405 0.10517535
126.52627 2.68598 0.189362 -0.325707 10.6041 0.261222 0.09190167
138.50796 2.67872 0.185896 -0.314915 10.6041 0.0637989 0.10130683500000001
149.64684 2.68086 0.18697 -0.319701 10.6041 -0.0629752 0.10836630000000001
160.04258 2.69032 0.18727 -0.316743 10.6041 0.0628149 0.1122513
170.27962 2.66565 0.184819 -0.321343 10.6041 0.00280114 0.1350363
183.52125 2.69726 0.18759 -0.322204 10.6041 -0.026756 0.11370555
200.2562 2.6232 0.185323 -0.323898 10.6041 -0.109882 0.11670435
220.52458 2.66935 0.190168 -0.320315 10.6041 -0.212612 0.1293936
250.13561 2.66704 0.185957 -0.341584 10.6041 -0.0928852 0.135471
274.10645 2.64997 0.187828 -0.350462 10.6041 -0.356052 0.11199300000000001
307.75167 2.64142 0.173277 -0.312595 10.6041 -0.227424 0.10965255
319.59185 2.70404 0.175369 -0.324595 10.6041 -0.19299 0.043491105
329.41464 2.74198 0.182026 -0.324144 10.6041 -0.124836 0.02983848
339.90206 2.73156 0.189277 -0.319004 10.6041 -0.0489565 0.030572115
352.32034 2.68861 0.192673 -0.315664 10.6041 0.032278 0.030387
5.27254 2.94445 0.244281 -0.362211 10.6041 0.115349 0.048873299999999995
16.12126 2.92406 0.251725 -0.369976 10.6041 0.0736026 0.050876385
26.6442 2.8522 0.264831 -0.362876 10.6041 0.30672 0.061202715000000005
37.57291 2.81151 0.271478 -0.354912 10.6041 0.226392 0.08209907999999999
48.42278 2.78847 0.272271 -0.35918 10.6041 0.250551 0.09201485999999999
61.59927 2.78608 0.268107 -0.349245 10.6041 0.406645 0.09379986
73.94593 2.8402 0.253743 -0.345152 10.6041 0.340779 0.092437695
83.99218 2.80535 0.25459 -0.350174 10.6041 0.245541 0.11237835
95.2783 2.81611 0.251235 -0.357343 10.6041 0.236361 0.095635155
106.26419 2.84305 0.245512 -0.347843 10.6041 0.370924 0.1117977
118.24073 2.80524 0.248873 -0.353305 10.6041 0.337187 0.1196244
131.48006 2.82452 0.254672 -0.371145 10.6041 0.109135 0.1288875
142.31813 2.8402 0.244183 -0.353401 10.6041 0.269338 0.10815525
154.741 2.82839 0.245962 -0.370314 10.6041 0.253529 0.10767014999999999
169.38179 2.83655 0.246012 -0.366176 10.6041 0.0682678 0.11089995000000001
183.89424 2.84559 0.252005 -0.380546 10.6041 0.20417 0.11462535
198.36658 2.79202 0.254393 -0.385413 10.6041 0.126958 0.11655105
213.93843 2.82904 0.251657 -0.370584 10.6041 -0.0576792 0.12617535
233.84986 2.82452 0.255805 -0.361451 10.6041 -0.29913 0.13169835000000002
259.69026 2.87758 0.258988 -0.374907 10.6041 -0.414196 0.1238769
285.35132 2.86784 0.254216 -0.370232 10.6041 -0.349038 0.13235144999999998
301.96881 2.82067 0.259414 -0.373394 10.6041 -0.159716 0.12772725000000001
322.59529 2.89501 0.268882 -0.36791 10.6041 -0.125003 0.13460265
337.43662 2.93935 0.251829 -0.361283 10.6041 -0.21333 0.09124090500000001
351.47867 2.93081 0.248336 -0.365864 10.6041 -0.0581009 0.038596845
4.97058 2.85933 0.373342 -0.460286 10.6041 0.196656 0.12924975
16.34849 2.82686 0.382685 -0.482441 10.6041 0.103918 0.13851705
29.0705 2.80303 0.375674 -0.459994 10.6041 0.174353 0.13013385
40.8029 2.86824 0.380764 -0.452738 10.6041 0.021188 0.15724485
56.8471 2.84124 0.37565 -0.46626 10.6041 0.107314 0.1809885
85.74084 2.80557 0.384365 -0.486404 10.6041 0.347264 0.16307865000000002
119.88626 2.91059 0.400532 -0.511006 10.6041 -0.0191113 0.1690458
153.94574 2.95765 0.393929 -0.515398 10.6041 0.604206 0.1146789
230.39836 2.78716 0.388439 -0.495315 10.6041 0.01462 0.193662
269.87802 2.80251 0.398171 -0.510627 10.6041 -0.608561 0.32394285
305.36817 2.81155 0.386121 -0.471921 10.6041 -0.507178 0.26496644999999996
330.65165 2.85991 0.386873 -0.475683 10.6041 -0.208043 0.1357461
344.24909 2.82105 0.38491 -0.471882 10.6041 -0.0911272 0.12031845
354.76916 2.81114 0.385662 -0.492988 10.6041 0.0323606 0.11385885000000001
8.25472 2.5434 0.202653 -0.492541 10.6041 0.0251759 0.082073985
20.64682 2.61956 0.1968 -0.56083 10.6041 0.0784711 0.052697295
31.01873 2.71861 0.185303 -0.600173 10.6041 0.133648 0.03207645
39.91115 2.71554 0.176928 -0.564599 10.6041 0.107609 0.05784345
56.49673 2.67001 0.180621 -0.603379 10.6041 0.412484 0.17581935
