# phi(deg) q2(GeV2) xb t(GeV2) Eb(GeV) A sigA
171.91541 1.54416 0.113766 -0.558952 10.1998 -0.137749 0.10863825
254.19731 1.57342 0.111388 -0.572104 10.1998 0.2065 0.11390505
274.05832 1.55534 0.115927 -0.574042 10.1998 -0.142873 0.09627639
308.85748 1.58832 0.111484 -0.50085 10.1998 0.0935139 0.098964915
323.10293 1.59483 0.113305 -0.536078 10.1998 -0.262938 0.04685121
331.46124 1.55885 0.116043 -0.629595 10.1998 -0.0620986 0.045705555
10.27806 1.67422 0.174693 -0.53293 10.1998 0.0220792 0.072971745
23.86512 1.65552 0.145254 -0.572243 10.1998 0.000613912 0.05576571
32.29712 1.70765 0.137584 -0.563833 10.1998 0.197259 0.13090455
135.74115 1.67899 0.160049 -0.528666 10.1998 0.0275525 0.1874817
162.44442 1.66234 0.152557 -0.542693 10.1998 -0.0320458 0.10095834
192.82379 1.66297 0.158661 -0.580834 10.1998 0.0476292 0.1137549
274.4783 1.68764 0.149002 -0.620516 10.1998 -0.166888 0.12396825
295.98541 1.65763 0.153349 -0.622786 10.1998 -0.0637423 0.11277945
325.37471 1.7013 0.144389 -0.558375 10.1998 -0.336356 0.1213947
336.1933 1.66333 0.14681 -0.578094 10.1998 -0.0152803 0.043557255
348.66831 1.67026 0.174675 -0.555064 10.1998 0.0542667 0.058161285
6.98373 1.57425 0.114406 -1.13479 10.1998 0.198784 0.063145005
20.7527 1.59106 0.113925 -0.983088 10.1998 -0.092953 0.08051274
333.17725 1.61403 0.1161 -0.936701 10.1998 -0.121317 0.09954441
342.98743 1.57316 0.114075 -0.982745 10.1998 0.117809 0.05914818
354.62822 1.58908 0.11479 -1.15331 10.1998 0.0558603 0.07599154500000001
5.52077 2.0234 0.146895 -0.153039 10.1998 0.0144519 0.031298400000000004
16.5013 2.0326 0.145548 -0.155362 10.1998 0.0785324 0.027786465
27.07787 2.04187 0.143273 -0.160538 10.1998 0.130264 0.027864795
37.26059 2.02645 0.138996 -0.164275 10.1998 0.106946 0.037018695
47.44973 2.01948 0.136613 -0.164282 10.1998 0.329336 0.06011775
59.46729 1.98712 0.134454 -0.159362 10.1998 -0.272546 0.22254960000000001
112.31061 1.98966 0.147823 -0.166996 10.1998 0.24106 0.08085493499999999
135.4604 1.99981 0.146817 -0.170864 10.1998 0.108634 0.088004805
156.34872 1.97886 0.145513 -0.173778 10.1998 0.266575 0.07702453499999999
183.3952 1.98431 0.144367 -0.177492 10.1998 0.0349802 0.089339775
210.70007 1.98591 0.148928 -0.171245 10.1998 -0.127259 0.1352988
301.58321 1.93448 0.129211 -0.160286 10.1998 -0.0170134 0.16229955
312.39378 2.00478 0.135596 -0.163683 10.1998 -0.294424 0.07916937
322.5019 2.02773 0.13906 -0.167438 10.1998 -0.0965065 0.036466605
332.85238 2.04206 0.142866 -0.163157 10.1998 -0.106931 0.032412555
343.41314 2.02331 0.145114 -0.157457 10.1998 -0.0187838 0.03285891
354.43513 2.0237 0.146986 -0.154157 10.1998 -0.0955899 0.034225275
5.38666 2.18777 0.191893 -0.182097 10.1998 0.00293917 0.04658997
16.12246 2.16072 0.198173 -0.18183 10.1998 0.00804255 0.04784577
26.66637 2.17113 0.201515 -0.177965 10.1998 0.2125 0.053623815
37.48903 2.1366 0.209091 -0.174721 10.1998 0.242538 0.06481545
48.35907 2.12573 0.216902 -0.179444 10.1998 0.28868 0.08480535
59.55954 2.13717 0.214473 -0.177194 10.1998 0.0712511 0.10377717
72.43332 2.14073 0.20348 -0.173466 10.1998 0.42536 0.05587764
85.98378 2.11626 0.203002 -0.177788 10.1998 0.451736 0.053587485000000004
98.85012 2.12922 0.20059 -0.188483 10.1998 0.214882 0.08327319
109.69449 2.12026 0.193539 -0.188697 10.1998 0.200965 0.09255959999999999
122.32019 2.11876 0.190643 -0.184529 10.1998 0.333614 0.07281172500000001
134.78431 2.10149 0.181424 -0.184799 10.1998 0.0383853 0.10263676499999999
147.75722 2.14178 0.180408 -0.187104 10.1998 0.0736695 0.09484566
165.00669 2.13111 0.183704 -0.196907 10.1998 0.160882 0.08031775499999999
191.35587 2.12913 0.180076 -0.195277 10.1998 -0.0941306 0.09488513999999999
221.38803 2.14203 0.188278 -0.197735 10.1998 -0.304386 0.10921259999999999
255.62569 2.17441 0.215596 -0.191213 10.1998 -0.21955 0.15545879999999998
324.34854 2.25243 0.192733 -0.179604 10.1998 -0.0221449 0.10606679999999999
337.25041 2.22407 0.190675 -0.183328 10.1998 0.0447147 0.066557295
351.51877 2.20853 0.190953 -0.183321 10.1998 -0.00338804 0.040308975
5.64076 2.15874 0.308398 -0.236003 10.1998 0.0552195 0.099319395
15.8817 2.14229 0.300315 -0.227349 10.1998 0.0539578 0.07775901
27.50111 2.1485 0.305268 -0.230226 10.1998 0.0413396 0.1111971
38.69648 2.13098 0.303118 -0.24418 10.1998 0.313602 0.07615419000000001
53.75736 2.11736 0.307872 -0.235699 10.1998 0.103809 0.10511025
76.09739 2.15718 0.316971 -0.249953 10.1998 0.466141 0.086567775
297.33817 2.15463 0.317833 -0.245372 10.1998 -0.0434758 0.1408953
323.00095 2.18822 0.309828 -0.226227 10.1998 -0.162394 0.1125453
336.42649 2.13557 0.321698 -0.241255 10.1998 0.159152 0.09827359499999999
351.64139 2.15008 0.305946 -0.242834 10.1998 -0.073077 0.08233176
5.78899 1.91212 0.153261 -0.264514 10.1998 -0.033155 0.06944196000000001
16.98029 1.95007 0.151668 -0.277932 10.1998 0.0437502 0.0478443
27.39454 2.00816 0.148376 -0.298517 10.1998 0.0712709 0.031155915
37.49562 2.03474 0.141768 -0.306256 10.1998 0.160004 0.02774394
47.18772 2.02541 0.137748 -0.29632 10.1998 0.179854 0.056605605
114.36868 2.01813 0.146751 -0.295369 10.1998 -0.0053057 0.1075011
136.22415 2.00839 0.144763 -0.303447 10.1998 0.387993 0.06718572
153.17912 1.99067 0.142693 -0.30504 10.1998 0.0212293 0.09428663999999999
166.1337 1.97721 0.145027 -0.301062 10.1998 0.0517483 0.11163075
183.35337 2.01449 0.146366 -0.299132 10.1998 -0.0564642 0.1155525
256.2399 2.00862 0.143012 -0.345654 10.1998 -0.773884 0.14244300000000001
312.31299 2.03428 0.138227 -0.291735 10.1998 -0.188897 0.064635375
322.50935 2.03458 0.141915 -0.306378 10.1998 -0.126506 0.029511825
332.68508 1.99682 0.148382 -0.302286 10.1998 -0.172939 0.034075965
343.04015 1.94783 0.151919 -0.278798 10.1998 -0.101704 0.048632115
353.8192 1.91112 0.153129 -0.264581 10.1998 -0.11134 0.07330039499999999
5.41418 2.13954 0.182314 -0.324723 10.1998 0.0621024 0.03126648
16.11535 2.15209 0.178358 -0.324752 10.1998 0.0659078 0.03277974
26.37881 2.23378 0.176282 -0.327592 10.1998 0.20115 0.041863605
36.10757 2.27991 0.178427 -0.319098 10.1998 0.200399 0.1052394
62.28567 2.21399 0.222556 -0.299856 10.1998 0.176808 0.11391135
91.3564 2.15788 0.209741 -0.305728 10.1998 0.294433 0.08371345499999999
107.81175 2.12111 0.208298 -0.316467 10.1998 0.249741 0.089484675
122.12022 2.1049 0.199796 -0.326657 10.1998 0.199409 0.08696499
135.37274 2.12992 0.192709 -0.321122 10.1998 -0.201706 0.11443004999999999
145.9524 2.11313 0.193051 -0.337469 10.1998 0.057878 0.09348423
156.1585 2.11722 0.191123 -0.330856 10.1998 0.0113838 0.09228239999999999
167.10429 2.10221 0.190352 -0.330086 10.1998 0.00427523 0.08904672000000001
179.11692 2.10347 0.188553 -0.325312 10.1998 0.159279 0.09455607
194.32322 2.07513 0.199049 -0.337401 10.1998 0.0257898 0.10219376999999999
208.74743 2.10443 0.196453 -0.332137 10.1998 0.175598 0.090231855
227.36398 2.13991 0.206192 -0.317528 10.1998 -0.0598139 0.12948495
267.11751 2.18948 0.182387 -0.342514 10.1998 -0.37776 0.1785042
305.9354 2.25841 0.174395 -0.348476 10.1998 -0.149014 0.15340395
326.7246 2.28705 0.165752 -0.329038 10.1998 -0.347884 0.09219063000000001
336.8585 2.21749 0.169613 -0.333829 10.1998 -0.127391 0.044024715
351.0965 2.14112 0.177336 -0.326357 10.1998 -0.0341788 0.02605113
5.08007 2.13041 0.309667 -0.396866 10.1998 0.0756978 0.087155355
17.27743 2.16641 0.305765 -0.383705 10.1998 0.0478776 0.10723020000000001
41.96016 2.19025 0.316298 -0.37694 10.1998 0.3544 0.074508945
80.0657 2.1823 0.30762 -0.377983 10.1998 0.38048 0.1250907
117.55604 2.11484 0.310623 -0.396639 10.1998 -0.163878 0.17842334999999998
148.85615 2.15331 0.30791 -0.402588 10.1998 0.0435184 0.15266055
185.13527 2.17389 0.300003 -0.404397 10.1998 -0.344274 0.2038134
223.72054 2.13547 0.304701 -0.391237 10.1998 -0.55406 0.24459015
337.89498 2.19321 0.323255 -0.382282 10.1998 -0.195411 0.12949439999999998
354.67291 2.1284 0.309253 -0.394715 10.1998 -0.0631228 0.08441202
25.68358 1.94375 0.150912 -0.59397 10.1998 0.0485477 0.05742996
34.03598 2.01847 0.1435 -0.578801 10.1998 0.13168 0.031239075
43.42911 2.02657 0.138341 -0.515435 10.1998 0.21003 0.060929924999999996
141.51828 1.98706 0.143325 -0.568002 10.1998 0.107849 0.10300353
166.32335 1.99162 0.145269 -0.558695 10.1998 0.0599243 0.1118208
191.0608 1.9743 0.146894 -0.579816 10.1998 0.394992 0.09665502000000001
264.84516 1.99468 0.144637 -0.596117 10.1998 -0.131486 0.09921975
292.25374 1.95628 0.145811 -0.586579 10.1998 -0.371466 0.11711279999999999
319.91156 2.03631 0.140406 -0.538562 10.1998 -0.158364 0.059771985
328.86975 2.00772 0.146166 -0.586874 10.1998 -0.0250728 0.0330246
337.20514 1.89467 0.153975 -0.559372 10.1998 -0.39792 0.141771
5.5099 2.08816 0.205118 -0.569964 10.1998 0.0346211 0.044207625
16.63417 2.10929 0.18822 -0.578311 10.1998 0.138849 0.03690393
26.52548 2.18398 0.172808 -0.597047 10.1998 0.0495043 0.04466301
37.20839 2.25747 0.171328 -0.587439 10.1998 0.110256 0.11260095
62.47073 2.10711 0.198262 -0.737956 10.1998 0.0711478 0.1160964
112.45958 2.1364 0.204646 -0.563728 10.1998 0.100978 0.14003220000000002
134.23885 2.1184 0.19769 -0.587917 10.1998 0.141417 0.11033925
151.19038 2.11977 0.197957 -0.575408 10.1998 -0.0384936 0.11246025000000001
165.53553 2.09398 0.190458 -0.565155 10.1998 0.168335 0.094493175
183.69944 2.09835 0.204634 -0.592174 10.1998 0.148223 0.1063776
204.09272 2.09674 0.205276 -0.57328 10.1998 -0.0171806 0.11062799999999999
230.40581 2.16155 0.199204 -0.570891 10.1998 -0.385581 0.18610725
263.92441 2.16354 0.184323 -0.614148 10.1998 -0.209154 0.1271214
282.98958 2.12926 0.191574 -0.628401 10.1998 -0.379335 0.1058589
298.7528 2.06775 0.199004 -0.654427 10.1998 -0.159063 0.09626001
312.87793 2.08781 0.207691 -0.635228 10.1998 -0.223016 0.087682455
327.14229 2.23851 0.172565 -0.582676 10.1998 -0.150313 0.076004145
336.81152 2.13806 0.178205 -0.590735 10.1998 -0.0161398 0.033538575
349.80678 2.11109 0.197994 -0.577507 10.1998 -0.0622883 0.03002055
8.47748 2.1965 0.313831 -0.609302 10.1998 -0.20753 0.1231881
131.48637 2.16467 0.303212 -0.653881 10.1998 0.0774096 0.16593780000000002
156.14876 2.19036 0.314038 -0.662609 10.1998 -0.0693385 0.1875321
194.70653 2.1473 0.296161 -0.688178 10.1998 0.135925 0.118272
351.91469 2.16281 0.320514 -0.657593 10.1998 -0.281703 0.14556675000000002
9.86908 1.9953 0.143423 -1.34646 10.1998 -0.0800591 0.08478928499999999
23.82232 2.01691 0.143866 -1.0196 10.1998 0.0589381 0.07161126000000001
35.79422 2.03415 0.141617 -0.968902 10.1998 0.148787 0.14347305000000002
265.89711 2.03703 0.14548 -1.0066 10.1998 -0.207461 0.2038974
330.3159 2.03279 0.144354 -0.926613 10.1998 -0.0628537 0.083034525
339.24086 1.98217 0.14321 -1.08137 10.1998 -0.110957 0.071523165
352.23153 1.98647 0.142632 -1.31037 10.1998 0.0130041 0.091415205
11.22029 2.09693 0.203895 -1.25165 10.1998 -0.0278717 0.067758915
22.1973 2.17718 0.183298 -1.05438 10.1998 0.0187117 0.066922275
45.94033 2.12246 0.204704 -1.11044 10.1998 0.128113 0.088265625
66.7089 2.15078 0.197791 -1.14589 10.1998 0.11686 0.14014035
149.19592 2.08521 0.206158 -1.21752 10.1998 0.0650039 0.14135414999999998
182.82453 2.0888 0.211754 -1.31129 10.1998 0.0574452 0.1310799
262.11731 2.09109 0.202712 -1.32689 10.1998 -0.0104943 0.15515325000000002
285.24016 2.08923 0.202649 -1.10407 10.1998 0.0360523 0.13129934999999998
321.49006 2.1528 0.197374 -1.05293 10.1998 0.0759827 0.09681923999999999
340.19999 2.14677 0.188855 -1.10161 10.1998 -0.0183127 0.050766135000000004
350.82664 2.10534 0.207318 -1.33546 10.1998 0.0083249 0.0630357
5.37108 2.68519 0.184896 -0.180281 10.1998 0.0116763 0.03677667
16.23974 2.6795 0.183302 -0.181784 10.1998 0.0143155 0.03496311
26.4514 2.65978 0.180468 -0.18397 10.1998 0.0840181 0.04567353
36.6803 2.63922 0.178407 -0.18822 10.1998 0.0433752 0.09125655
57.4224 2.53115 0.18438 -0.177148 10.1998 0.0786783 0.1267287
93.77887 2.59738 0.195044 -0.188859 10.1998 0.253842 0.07741776
127.53869 2.62679 0.190334 -0.184097 10.1998 0.32266 0.06815402999999999
157.16519 2.63855 0.191681 -0.198219 10.1998 -0.0113255 0.099078945
190.03692 2.61088 0.187638 -0.196045 10.1998 -0.115091 0.1210083
323.02386 2.64424 0.17767 -0.185876 10.1998 -0.140645 0.11831085
333.26434 2.65685 0.180301 -0.185923 10.1998 -0.059704 0.054287205
343.75806 2.68668 0.183489 -0.180286 10.1998 -0.149684 0.041630295
354.59327 2.68311 0.185036 -0.180449 10.1998 -0.0756371 0.036662745000000004
5.76527 2.84627 0.260952 -0.217643 10.1998 0.0281924 0.055338990000000005
16.32913 2.7973 0.266002 -0.212808 10.1998 0.0725075 0.055706175000000004
27.26437 2.76677 0.268896 -0.216362 10.1998 0.208214 0.0542157
37.63359 2.77997 0.266032 -0.210971 10.1998 0.273676 0.05477682
48.39734 2.77052 0.261555 -0.206998 10.1998 0.247133 0.06990858
59.37161 2.76525 0.25822 -0.208778 10.1998 0.257047 0.07882959
70.22457 2.80099 0.254866 -0.212268 10.1998 0.249813 0.079162545
80.62605 2.78299 0.249736 -0.208659 10.1998 0.456992 0.06165810000000001
96.68777 2.7826 0.24401 -0.211906 10.1998 0.498534 0.0583737
120.98634 2.80633 0.248803 -0.223847 10.1998 0.342191 0.07193928
153.07427 2.8345 0.249565 -0.23565 10.1998 0.0419558 0.1078917
185.51571 2.80804 0.256624 -0.244342 10.1998 -0.151178 0.1146306
222.58723 2.78762 0.26631 -0.243037 10.1998 -0.113908 0.13247955
263.79722 2.76061 0.257863 -0.218092 10.1998 -0.580404 0.16247489999999998
294.19435 2.76687 0.276821 -0.220475 10.1998 -0.373527 0.09789706499999999
320.67875 2.76874 0.277485 -0.209057 10.1998 -0.360416 0.088064025
333.15032 2.81157 0.272557 -0.215599 10.1998 -0.364693 0.098499975
343.85203 2.81197 0.267033 -0.210471 10.1998 -0.114714 0.065986725
354.50388 2.85925 0.265936 -0.221089 10.1998 -0.255481 0.07368837
5.64873 2.83325 0.383648 -0.308571 10.1998 0.131694 0.10465077
18.23306 2.85241 0.381133 -0.306579 10.1998 0.0884076 0.11052509999999999
29.8279 2.86247 0.379809 -0.309798 10.1998 0.0388802 0.12242789999999999
46.38895 2.80087 0.384287 -0.317305 10.1998 0.207393 0.1081038
72.12736 2.86793 0.381611 -0.317673 10.1998 0.0553246 0.12901665
106.13699 2.85722 0.394057 -0.326117 10.1998 0.555882 0.1050903
219.89948 2.86793 0.377011 -0.320073 10.1998 -0.108496 0.18743025
252.7271 2.90465 0.401404 -0.322464 10.1998 0.0335076 0.1842477
289.46114 2.80504 0.399963 -0.322812 10.1998 -0.226327 0.18163215
316.74998 2.79946 0.381365 -0.302705 10.1998 0.0849847 0.1092063
337.40052 2.80918 0.385963 -0.309227 10.1998 -0.135714 0.11941439999999999
352.91164 2.81571 0.382131 -0.310418 10.1998 0.0439917 0.10872960000000001
5.46888 2.63882 0.195602 -0.311717 10.1998 0.14309 0.037661085000000004
16.58879 2.67208 0.193862 -0.31858 10.1998 0.0951029 0.035799225
27.03547 2.69878 0.188019 -0.322477 10.1998 0.139608 0.031110135
36.71978 2.67482 0.181855 -0.325861 10.1998 0.153944 0.042576029999999994
48.77028 2.60856 0.177672 -0.3235 10.1998 0.311101 0.12844125
99.87972 2.65415 0.192672 -0.31922 10.1998 0.265784 0.080613225
128.61699 2.64995 0.191403 -0.318842 10.1998 0.335962 0.0681891
148.88366 2.62139 0.190109 -0.317698 10.1998 -0.033104 0.10418835
168.32812 2.61833 0.190753 -0.321307 10.1998 0.0856304 0.091630455
197.96838 2.615 0.191939 -0.32564 10.1998 0.0240557 0.1078791
231.09852 2.71815 0.195167 -0.34073 10.1998 -0.444091 0.17498355
268.88852 2.65834 0.190905 -0.361293 10.1998 -0.12967 0.1072554
314.42148 2.63072 0.178778 -0.322963 10.1998 -0.318817 0.08664484500000001
326.40661 2.67908 0.183732 -0.333204 10.1998 -0.0442793 0.03844008
336.29529 2.6857 0.189842 -0.323663 10.1998 -0.10433 0.033347055
350.27087 2.66102 0.19531 -0.313129 10.1998 -0.0468691 0.031535805
5.21582 2.92166 0.23925 -0.358115 10.1998 0.0785074 0.045113564999999994
16.22513 2.91759 0.246932 -0.365969 10.1998 0.0920092 0.04838316
26.8857 2.92513 0.255145 -0.36312 10.1998 0.237835 0.05302416
36.96283 2.84 0.267561 -0.362746 10.1998 0.179849 0.07511889000000001
51.63885 2.8117 0.275331 -0.347989 10.1998 0.405792 0.066813915
72.3153 2.82223 0.261867 -0.345421 10.1998 0.427738 0.06404286
89.64383 2.83938 0.258788 -0.345231 10.1998 0.336794 0.0794913
104.17519 2.8135 0.253339 -0.353729 10.1998 0.34717 0.073849125
118.35876 2.84607 0.252069 -0.356445 10.1998 0.155353 0.09952908
135.79615 2.79928 0.254949 -0.36059 10.1998 0.243799 0.08316672
149.45489 2.84276 0.253263 -0.368302 10.1998 -0.0841826 0.1257207
161.98548 2.83123 0.250247 -0.359038 10.1998 0.0410112 0.11364255
176.74086 2.78728 0.256898 -0.364506 10.1998 0.107844 0.098671125
190.1051 2.82172 0.25931 -0.378198 10.1998 -0.0159166 0.10941105000000001
212.37597 2.78171 0.256713 -0.377501 10.1998 -0.0914631 0.12245625
240.3896 2.80358 0.266814 -0.366956 10.1998 -0.0687162 0.10854795
275.5652 2.89185 0.248767 -0.375033 10.1998 -0.29739 0.1142379
319.85885 3.03012 0.238204 -0.379187 10.1998 -0.170878 0.11141235000000001
336.85048 3.01426 0.235369 -0.363514 10.1998 -0.0327145 0.06966750000000001
351.52393 2.93959 0.241504 -0.358294 10.1998 0.00587702 0.035351925
7.15074 2.86272 0.384802 -0.485335 10.1998 -0.10564 0.10735935
25.78276 2.87108 0.377412 -0.466731 10.1998 0.336631 0.068764815
47.7295 2.86528 0.373835 -0.455236 10.1998 0.219809 0.100583595
79.98262 2.91218 0.379097 -0.466055 10.1998 0.129282 0.17066805
113.33048 2.83006 0.391277 -0.47304 10.1998 0.177901 0.1400238
144.67643 2.8719 0.38837 -0.493997 10.1998 -0.0185757 0.1858521
224.91458 2.77568 0.385242 -0.499069 10.1998 -0.316461 0.2659482
297.49458 2.80378 0.380862 -0.454223 10.1998 -0.241717 0.19575674999999998
329.70455 2.8624 0.38122 -0.461134 10.1998 -0.139862 0.126336
351.74853 2.85482 0.380076 -0.479556 10.1998 -0.159634 0.09550873500000001
14.92068 2.53161 0.2021 -0.525025 10.1998 0.15354 0.070547295
27.73815 2.65923 0.19205 -0.606507 10.1998 0.157046 0.03780861
36.45891 2.67746 0.183199 -0.577173 10.1998 0.0708785 0.05259513
134.22281 2.64277 0.190126 -0.583694 10.1998 0.231829 0.104286945
166.0638 2.6109 0.188418 -0.609658 10.1998 0.0930666 0.11335905
202.25296 2.65161 0.192291 -0.575611 10.1998 -0.0268148 0.14154315
246.4704 2.65055 0.187969 -0.59922 10.1998 -0.241036 0.159075
272.35549 2.64557 0.189564 -0.632621 10.1998 -0.125454 0.09826677
311.57101 2.63114 0.184109 -0.569023 10.1998 -0.136562 0.11227229999999999
326.74408 2.67818 0.185834 -0.584891 10.1998 -0.100586 0.0432894
335.63581 2.614 0.195709 -0.582413 10.1998 -0.00935985 0.044746379999999995
348.08905 2.52875 0.203369 -0.504511 10.1998 -0.259811 0.09409869
5.26398 2.82696 0.242509 -0.608022 10.1998 -0.034697 0.041512379999999995
15.9602 2.84335 0.234187 -0.615785 10.1998 0.0934845 0.0436569
26.40871 3.0125 0.225104 -0.620987 10.1998 -0.000849172 0.061771080000000006
45.35345 2.96754 0.243038 -0.637258 10.1998 0.438559 0.08871408
89.45074 2.89196 0.269012 -0.623956 10.1998 0.401293 0.097682025
119.1185 2.78453 0.258199 -0.601082 10.1998 0.235735 0.09941946
145.0477 2.77272 0.263712 -0.626002 10.1998 0.136015 0.1062579
161.63827 2.77986 0.251362 -0.627305 10.1998 0.10617 0.10538114999999999
182.47846 2.77223 0.263204 -0.644942 10.1998 0.0225519 0.11626544999999999
206.87501 2.74079 0.268368 -0.622779 10.1998 -0.0898755 0.1234611
239.16691 2.87135 0.258544 -0.614079 10.1998 -0.12863 0.13585215
274.00217 2.83578 0.249324 -0.665915 10.1998 -0.453458 0.10447794
299.82137 2.79833 0.251868 -0.654088 10.1998 -0.319984 0.11086004999999999
317.20089 2.85389 0.256758 -0.65915 10.1998 -0.12087 0.104070855
330.33481 3.02868 0.223134 -0.634441 10.1998 -0.141204 0.076788075
340.31172 2.87479 0.22744 -0.633615 10.1998 0.0147439 0.04194015
352.68761 2.80952 0.240315 -0.612291 10.1998 0.00049997 0.035636055
15.39767 2.89355 0.391229 -0.717932 10.1998 0.423499 0.071344665
51.69907 2.94353 0.402181 -0.732725 10.1998 0.0775368 0.19093095
92.06744 2.81257 0.401434 -0.740731 10.1998 0.674695 0.09637824
125.52703 2.8934 0.404296 -0.77419 10.1998 -0.442036 0.26339144999999997
158.78723 2.90668 0.372887 -0.759324 10.1998 -0.117168 0.2046324
197.46188 2.87296 0.378667 -0.775114 10.1998 0.0988903 0.1662339
235.54868 2.85315 0.385803 -0.758403 10.1998 0.34059 0.1374513
347.8782 2.90565 0.387531 -0.700193 10.1998 -0.11512 0.101449005
7.91776 2.81623 0.275222 -1.27546 10.1998 0.0763109 0.07123893
20.1939 2.90098 0.236056 -1.18929 10.1998 0.0580808 0.063302295
35.31592 2.87834 0.248325 -1.17695 10.1998 -0.0637202 0.11148375
65.79561 2.80984 0.263245 -1.49393 10.1998 0.0330118 0.13420365
143.68177 2.78172 0.268476 -1.1526 10.1998 0.0764736 0.15268679999999998
173.27733 2.75453 0.264756 -1.31685 10.1998 -0.185095 0.140931
207.33681 2.8257 0.277694 -1.23004 10.1998 0.217827 0.12590235
255.03612 2.88143 0.253484 -1.5499 10.1998 -0.392929 0.23974335
278.70844 2.82922 0.259159 -1.3662 10.1998 0.0457497 0.1320711
307.34029 2.80073 0.271738 -1.26952 10.1998 -0.129018 0.115458
332.06514 2.8913 0.241971 -1.21391 10.1998 0.00139381 0.077106855
343.12723 2.82199 0.249372 -1.2158 10.1998 -0.0868313 0.054263685000000006
354.59212 2.80156 0.278622 -1.28478 10.1998 -0.044697 0.10199059499999999
4.92792 3.53402 0.256867 -0.226441 10.1998 0.00909785 0.075457515
16.07977 3.54557 0.265326 -0.229585 10.1998 0.0765629 0.09619585500000001
26.41433 3.55665 0.274509 -0.237676 10.1998 -0.080779 0.1304415
38.76976 3.60305 0.293416 -0.242324 10.1998 0.0938286 0.096622365
55.27788 3.62381 0.296223 -0.242247 10.1998 0.254069 0.08778651000000001
76.38158 3.64783 0.278662 -0.245795 10.1998 0.292508 0.070927605
96.27181 3.67818 0.278519 -0.245363 10.1998 -0.0380433 0.11115405
124.32038 3.62031 0.271401 -0.252022 10.1998 0.246959 0.12761175
163.62586 3.72533 0.282729 -0.251906 10.1998 -0.136657 0.12798555
273.18169 3.76268 0.291317 -0.257856 10.1998 -0.214695 0.15978375
309.32444 3.5559 0.296254 -0.239778 10.1998 -0.312336 0.17284785000000003
334.73283 3.51432 0.261642 -0.227298 10.1998 -0.0767539 0.09665061
351.56576 3.51806 0.259002 -0.224577 10.1998 0.168548 0.05453028
5.40887 4.05461 0.404529 -0.338423 10.1998 3.35106e-05 0.08686891499999999
16.12315 4.01977 0.409185 -0.345942 10.1998 0.314291 0.08888922
27.53549 3.99438 0.408185 -0.343673 10.1998 0.0940388 0.08868531
37.65542 3.94218 0.393378 -0.331881 10.1998 0.226174 0.11650275
48.50374 4.05537 0.409489 -0.33701 10.1998 -0.0946389 0.14114729999999998
59.88383 4.09398 0.400502 -0.322876 10.1998 0.213834 0.116634
71.59165 4.13061 0.415415 -0.348218 10.1998 0.375281 0.08034158999999999
85.87262 4.0153 0.419762 -0.347673 10.1998 -0.0571195 0.18274725
104.29207 4.11475 0.421142 -0.351816 10.1998 0.182147 0.11569005
128.25603 4.16693 0.421735 -0.352786 10.1998 0.503252 0.08325848999999999
170.97061 4.17103 0.390402 -0.327795 10.1998 -0.192655 0.1614207
209.44873 4.08987 0.429376 -0.375542 10.1998 -0.150663 0.20708310000000002
241.22554 4.24203 0.427642 -0.365887 10.1998 -0.141813 0.1460235
274.21703 4.13597 0.435786 -0.370372 10.1998 -0.315948 0.13521795
297.71059 4.08348 0.431503 -0.36226 10.1998 -0.229825 0.13522425000000002
319.50991 4.00624 0.397967 -0.321181 10.1998 -0.171718 0.1350027
332.83519 4.02109 0.403253 -0.335177 10.1998 -0.203184 0.14201460000000002
344.04282 4.00268 0.396152 -0.324252 10.1998 0.0355288 0.09364929
354.56003 4.07962 0.405893 -0.339786 10.1998 0.0271083 0.1133601
5.43253 3.74768 0.260762 -0.375851 10.1998 0.0373978 0.039457635
16.00076 3.71437 0.257648 -0.371534 10.1998 0.0653471 0.04160268
26.1098 3.60894 0.253365 -0.377615 10.1998 0.0499035 0.05469261
37.06063 3.527 0.266543 -0.373827 10.1998 0.197284 0.11661300000000001
56.25901 3.66679 0.296078 -0.377277 10.1998 0.241219 0.07794601500000001
75.92321 3.80866 0.284931 -0.371355 10.1998 0.246178 0.08008475999999999
90.93299 3.77949 0.284063 -0.381352 10.1998 0.249966 0.08532373500000001
112.33869 3.73858 0.275149 -0.380318 10.1998 0.294239 0.07206244499999999
138.47588 3.67316 0.281431 -0.38091 10.1998 0.111382 0.10194953999999999
165.49256 3.70322 0.274374 -0.375194 10.1998 0.077052 0.08929662000000001
189.79743 3.67784 0.283255 -0.395887 10.1998 0.0419381 0.094415685
223.34697 3.66905 0.280889 -0.37489 10.1998 -0.176937 0.13609155
262.47254 3.72174 0.273064 -0.37454 10.1998 -0.160944 0.11850720000000001
292.21993 3.78541 0.286891 -0.40772 10.1998 -0.237468 0.1057875
326.22842 3.55638 0.24391 -0.370211 10.1998 -0.211262 0.10507350000000001
336.97424 3.67383 0.250208 -0.381202 10.1998 -0.129254 0.06013161
351.21683 3.74277 0.260636 -0.376956 10.1998 -0.140436 0.03296958
5.38512 3.95255 0.396172 -0.5003 10.1998 0.0498468 0.08819800500000001
16.54759 3.89531 0.403767 -0.510288 10.1998 -0.0354157 0.10461727500000001
27.18186 4.00158 0.395563 -0.492573 10.1998 0.282301 0.07578280500000001
